STATE FIPS,COUNTY FIPS,PLANNING REGION FIPS,PLANNING REGION NAME,TOWN FIPS,TOWN NAME,SEX,AGEGRP,AGE_CODE,ALL_RACE-ETHN,NH_WHITE,NH_BLACK,NH_AIAN,NH_ASIAN,NH_NHOPI,NH_TOM,HISP
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,20--24,5,881,298,388,0,35,0,43,117
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,25--29,6,909,359,327,0,87,0,32,104
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,30--34,7,910,379,313,0,76,0,15,127
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,35--39,8,932,399,304,1,74,0,28,126
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,40--44,9,808,349,309,0,45,0,13,92
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,45--49,10,834,340,317,3,60,0,22,92
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,50--54,11,965,426,392,3,50,0,12,82
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,55--59,12,1002,498,355,1,47,0,15,86
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,60--64,13,1064,631,308,0,48,0,11,66
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,65--69,14,899,557,248,0,31,0,18,45
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,70--74,15,722,442,220,0,16,0,6,38
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,75--79,16,454,298,104,2,10,0,8,32
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,80--84,17,275,191,61,0,3,0,3,17
09,003,110,Capitol Planning Region,87000,Windsor town,MALE,85+,18,212,159,36,0,6,0,1,10
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,00--04,1,624,204,198,0,20,2,74,126
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,05--09,2,779,241,286,0,51,0,49,152
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,10--14,3,832,232,350,2,40,0,52,156
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,15--19,4,885,236,408,1,52,0,51,137
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,20--24,5,796,244,344,0,43,0,44,121
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,25--29,6,825,302,298,0,66,1,33,125
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,30--34,7,906,375,296,1,81,0,30,123
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,35--39,8,920,351,337,0,66,2,28,136
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,40--44,9,914,317,373,1,52,0,46,125
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,45--49,10,940,347,370,2,56,0,29,136
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,50--54,11,1096,423,459,0,58,0,35,121
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,55--59,12,1232,565,469,0,58,0,31,109
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,60--64,13,1208,629,413,1,54,0,32,79
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,65--69,14,1088,649,329,0,35,0,16,59
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,70--74,15,851,507,283,0,19,0,10,32
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,75--79,16,595,390,173,0,3,0,7,22
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,80--84,17,402,257,116,0,7,0,7,15
09,003,110,Capitol Planning Region,87000,Windsor town,FEMALE,85+,18,366,272,69,0,6,0,3,16
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,00--04,1,270,166,22,0,28,0,13,41
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,05--09,2,317,176,37,0,21,0,25,58
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,10--14,3,310,194,24,0,21,0,16,55
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,15--19,4,341,189,40,1,35,0,19,57
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,20--24,5,384,273,19,0,27,0,19,46
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,25--29,6,439,324,19,0,39,0,10,47
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,30--34,7,481,337,32,1,45,0,11,55
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,35--39,8,392,269,51,0,22,1,11,38
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,40--44,9,373,258,30,0,30,0,9,46
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,45--49,10,344,242,32,0,34,0,5,31
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,50--54,11,454,365,22,3,28,0,8,28
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,55--59,12,513,416,20,0,29,1,14,33
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,60--64,13,514,451,19,0,25,0,6,13
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,65--69,14,376,323,21,0,15,0,4,13
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,70--74,15,252,221,5,0,17,0,1,8
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,75--79,16,176,160,11,0,5,0,0,0
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,80--84,17,122,111,1,0,4,0,2,4
09,003,110,Capitol Planning Region,87070,Windsor Locks town,MALE,85+,18,132,122,3,0,3,0,0,4
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,00--04,1,276,164,28,0,8,0,32,44
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,05--09,2,320,188,30,0,19,0,22,61
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,10--14,3,322,174,27,0,29,0,22,70
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,15--19,4,311,197,22,0,31,0,17,44
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,20--24,5,299,209,29,0,18,0,17,26
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,25--29,6,407,281,33,0,29,0,14,50
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,30--34,7,435,311,38,0,35,0,8,43
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,35--39,8,406,297,40,0,16,0,11,42
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,40--44,9,321,211,33,0,25,0,17,35
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,45--49,10,355,254,22,0,47,0,6,26
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,50--54,11,425,324,31,3,40,0,14,13
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,55--59,12,560,464,31,0,29,0,13,23
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,60--64,13,489,417,25,0,18,0,11,18
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,65--69,14,417,362,10,0,17,0,7,21
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,70--74,15,328,290,15,0,11,0,2,10
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,75--79,16,255,220,17,0,6,0,3,9
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,80--84,17,184,167,8,0,3,0,0,6
09,003,110,Capitol Planning Region,87070,Windsor Locks town,FEMALE,85+,18,229,218,2,0,5,0,1,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,00--04,1,78,68,2,0,0,0,5,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,05--09,2,72,62,1,0,1,0,6,2
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,10--14,3,102,92,0,0,1,0,5,4
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,15--19,4,131,119,0,0,0,0,6,6
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,20--24,5,83,74,2,1,2,0,3,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,25--29,6,70,67,0,0,0,0,2,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,30--34,7,85,83,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,35--39,8,92,84,0,0,3,0,2,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,40--44,9,95,90,0,0,0,0,1,4
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,45--49,10,103,98,0,0,0,0,2,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,50--54,11,177,169,0,0,2,0,3,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,55--59,12,165,163,0,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,60--64,13,163,157,0,0,0,0,3,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,65--69,14,138,137,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,70--74,15,128,124,0,0,0,0,1,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,75--79,16,68,66,0,0,0,0,2,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,80--84,17,40,40,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,MALE,85+,18,28,26,0,0,2,0,0,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,00--04,1,72,66,0,0,0,0,3,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,05--09,2,73,68,0,0,2,0,2,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,10--14,3,104,96,1,0,0,0,2,5
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,15--19,4,118,102,0,0,0,0,5,11
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,20--24,5,79,76,0,0,1,0,1,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,25--29,6,72,67,0,0,1,0,2,2
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,30--34,7,88,82,0,0,0,0,3,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,35--39,8,89,88,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,40--44,9,97,90,0,0,1,0,3,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,45--49,10,120,106,2,0,5,0,4,3
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,50--54,11,151,147,0,0,0,0,2,2
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,55--59,12,142,139,0,0,0,0,3,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,60--64,13,165,153,1,0,3,0,2,6
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,65--69,14,145,143,0,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,70--74,15,137,131,1,0,1,0,3,1
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,75--79,16,88,88,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,80--84,17,53,53,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,02760,Barkhamsted town,FEMALE,85+,18,34,32,1,0,0,0,0,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,00--04,1,60,52,2,0,0,0,2,4
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,05--09,2,67,56,1,0,1,0,2,7
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,10--14,3,73,60,2,0,0,0,2,9
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,15--19,4,94,84,1,1,1,0,2,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,20--24,5,82,79,1,0,0,0,1,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,25--29,6,86,80,0,0,0,0,2,4
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,30--34,7,83,74,2,0,0,0,4,3
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,35--39,8,85,78,3,0,0,0,2,2
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,40--44,9,85,77,1,1,1,0,3,2
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,45--49,10,86,82,0,0,0,0,3,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,50--54,11,118,110,2,0,2,0,0,4
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,55--59,12,159,147,0,0,3,0,2,7
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,60--64,13,179,174,0,0,2,0,1,2
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,65--69,14,171,165,0,0,3,0,2,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,70--74,15,124,122,1,0,0,0,1,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,75--79,16,81,80,0,0,0,0,0,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,80--84,17,29,29,0,0,0,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,MALE,85+,18,30,30,0,0,0,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,00--04,1,75,65,0,0,0,0,2,8
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,05--09,2,61,51,0,0,0,0,5,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,10--14,3,88,76,1,0,0,0,6,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,15--19,4,63,63,0,0,0,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,20--24,5,84,79,0,1,1,0,2,1
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,25--29,6,80,69,1,0,3,0,3,4
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,30--34,7,80,74,0,0,0,0,1,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,35--39,8,85,74,2,1,0,0,1,7
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,40--44,9,81,73,0,0,1,0,2,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,45--49,10,77,71,1,0,3,0,0,2
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,50--54,11,124,115,0,0,1,0,4,4
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,55--59,12,157,148,3,0,0,0,1,5
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,60--64,13,168,166,0,0,1,0,1,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,65--69,14,172,165,4,0,0,0,3,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,70--74,15,139,134,3,0,2,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,75--79,16,70,70,0,0,0,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,80--84,17,41,41,0,0,0,0,0,0
09,005,140,Naugatuck Valley Planning Region,04930,Bethlehem town,FEMALE,85+,18,48,48,0,0,0,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,00--04,1,26,23,0,0,0,0,3,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,05--09,2,31,30,0,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,10--14,3,28,25,0,0,0,0,2,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,15--19,4,41,39,1,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,20--24,5,46,38,1,0,0,0,4,3
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,25--29,6,39,34,0,0,0,0,2,3
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,30--34,7,42,40,0,0,0,0,1,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,35--39,8,23,22,1,0,0,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,40--44,9,30,29,0,0,0,0,1,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,45--49,10,29,27,0,0,1,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,50--54,11,63,55,1,1,0,0,4,2
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,55--59,12,84,83,1,0,0,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,60--64,13,91,85,1,0,1,0,4,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,65--69,14,69,68,0,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,70--74,15,76,75,0,0,0,0,1,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,75--79,16,55,54,0,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,80--84,17,33,33,0,0,0,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,MALE,85+,18,27,25,1,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,00--04,1,26,23,0,0,2,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,05--09,2,17,16,0,0,1,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,10--14,3,34,32,0,0,0,0,2,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,15--19,4,35,28,0,0,2,0,1,4
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,20--24,5,32,31,0,0,0,0,1,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,25--29,6,31,28,0,0,1,0,0,2
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,30--34,7,30,25,0,0,0,0,1,4
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,35--39,8,35,32,2,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,40--44,9,25,22,0,0,0,0,1,2
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,45--49,10,47,44,1,0,0,0,1,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,50--54,11,68,65,0,0,1,0,1,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,55--59,12,83,75,0,0,1,0,2,5
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,60--64,13,86,79,2,0,1,0,3,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,65--69,14,76,73,1,0,0,0,0,2
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,70--74,15,76,76,0,0,0,0,0,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,75--79,16,61,60,0,0,0,0,1,0
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,80--84,17,37,36,0,0,0,0,0,1
09,005,190,Western Connecticut Planning Region,08210,Bridgewater town,FEMALE,85+,18,27,26,1,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,00--04,1,18,13,0,0,0,0,1,4
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,05--09,2,29,24,0,0,0,0,2,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,10--14,3,33,21,0,1,0,0,1,10
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,15--19,4,26,21,0,0,0,0,2,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,20--24,5,24,21,1,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,25--29,6,14,14,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,30--34,7,31,28,0,0,0,0,0,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,35--39,8,32,29,1,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,40--44,9,26,21,1,0,0,0,0,4
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,45--49,10,24,22,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,50--54,11,36,32,2,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,55--59,12,44,43,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,60--64,13,54,47,3,0,0,0,2,2
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,65--69,14,61,61,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,70--74,15,45,45,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,75--79,16,28,27,1,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,80--84,17,19,19,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,MALE,85+,18,10,9,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,00--04,1,21,17,0,0,0,0,1,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,05--09,2,19,16,0,1,0,0,1,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,10--14,3,20,19,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,15--19,4,27,22,0,1,0,0,2,2
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,20--24,5,24,20,0,0,0,0,1,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,25--29,6,18,15,0,0,0,0,0,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,30--34,7,24,23,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,35--39,8,39,39,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,40--44,9,27,23,1,0,1,0,0,2
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,45--49,10,23,21,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,50--54,11,37,34,0,0,0,0,0,3
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,55--59,12,44,40,3,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,60--64,13,66,64,1,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,65--69,14,48,45,0,0,0,0,3,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,70--74,15,30,30,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,75--79,16,22,22,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,80--84,17,19,19,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,10940,Canaan town,FEMALE,85+,18,17,16,1,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,00--04,1,19,17,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,05--09,2,32,30,0,0,0,0,2,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,10--14,3,37,35,0,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,15--19,4,32,26,2,0,0,0,4,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,20--24,5,31,30,1,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,25--29,6,40,37,0,0,0,0,3,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,30--34,7,35,32,0,0,0,0,0,3
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,35--39,8,37,35,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,40--44,9,33,32,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,45--49,10,41,39,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,50--54,11,50,47,1,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,55--59,12,74,70,0,0,1,0,2,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,60--64,13,77,74,0,1,1,0,1,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,65--69,14,68,66,0,0,0,0,2,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,70--74,15,60,59,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,75--79,16,28,28,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,80--84,17,16,15,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,MALE,85+,18,9,8,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,00--04,1,9,6,0,0,0,0,1,2
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,05--09,2,31,27,0,0,0,0,1,3
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,10--14,3,28,26,0,0,2,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,15--19,4,36,30,0,0,0,0,3,3
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,20--24,5,24,22,0,0,0,0,1,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,25--29,6,30,26,0,0,0,0,2,2
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,30--34,7,21,18,0,0,1,0,1,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,35--39,8,31,30,0,0,0,0,0,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,40--44,9,33,30,0,0,0,0,3,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,45--49,10,39,37,0,0,0,0,2,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,50--54,11,52,51,0,0,0,0,1,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,55--59,12,75,70,1,0,0,0,1,3
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,60--64,13,67,63,0,0,0,0,3,1
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,65--69,14,58,56,0,0,0,0,0,2
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,70--74,15,43,43,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,75--79,16,30,30,0,0,0,0,0,0
09,005,160,Northwest Hills Planning Region,16050,Colebrook town,FEMALE,80--84,17,13,13,0,0,0,0,0,0
